ingr_id,ingr_suc,ingr_fecha,ingr_porcen_predeterminado,ingr_porcen_aplica,ingr_porcen_calculo,ingr_vreal,ingr_vrefectivo,ingr_vrtcredito,ingr_vnew,ingr_vnew_antesdredondear,ingr_vnefectivo,ingr_vntcredito,ingr_efect_dif,ingr_gastos,ingr_efec_newtotal,ingr_atendido,ingr_creditos,ingr_cheques,ingr_tipo_deposito,ingr_verificado,ingr_observaciones,ingr_recal
51662,1,6/16/19,83,85.4,48.53,20265.5,6047.8,14217.7,17953.9,17306.74,3736.2,14217.7,299.1,0,3437.1,FALSE,0,0,1,TRUE,,FALSE
51663,4,6/16/19,83,85.4,67.97,14456.6,3389.8,11066.8,12346.8,12345.94,1280,11066.8,1000,0,280,FALSE,0,0,1,TRUE,,FALSE
51664,6,6/16/19,83,85.4,51.12,21837.4,6821.5,15015.9,18650.9,18649.14,3635,15015.9,299,0,3336,FALSE,0,0,2,TRUE,,FALSE
51665,5,6/16/19,83,86.4,85.6,14547.5,13138.4,1409.1,12678.3,12569.04,11269.2,1409.1,0,0,11269.2,FALSE,0,0,1,TRUE,,FALSE
51666,69,6/16/19,83,100,100,23022.2,12767.8,10254.4,23022.2,23022.2,12767.8,10254.4,0,0,12767.8,FALSE,0,0,1,TRUE,,FALSE
51667,8,6/16/19,83,86.4,48.25,34557.7,9580.2,24977.5,29857.5,29857.85,4880,24977.5,499,0,4381,FALSE,0,0,2,TRUE,,FALSE
51668,9,6/16/19,83,86.4,84.66,5543.8,4914.5,629.3,4788.3,4789.84,4159,629.3,0,10,4159,FALSE,0,0,2,TRUE,,FALSE
51669,10,6/16/19,83,100,100,9012.9,4528.7,4484.2,9012.9,9012.9,4528.7,4484.2,9.1,0,4528.7,FALSE,0,0,2,TRUE,,FALSE
51670,14,6/16/19,83,86.4,65.28,37164,14768.2,22395.8,32107.9,32109.7,9712.1,22395.8,209.1,41,9503,FALSE,0,0,2,TRUE,,FALSE
51671,15,6/16/19,83,86.4,44.99,51380.8,13851.2,37529.6,44391.7,44393.01,6862.1,37529.6,1149.1,30,5713,FALSE,0,0,2,TRUE,,FALSE
51672,19,6/16/19,83,100,100,13981.2,872.1,13109.1,13981.2,13981.2,872.1,13109.1,0,0,872.1,FALSE,0,0,2,TRUE,,FALSE
51673,20,6/16/19,83,86.4,70.62,22342.35,10343.1,11437.5,19555.35,19303.79,8117.85,11437.5,0,0,8117.85,FALSE,561.75,0,2,TRUE,,FALSE
51674,22,6/16/19,83,86.4,56.77,46959.6,16002.5,30957.1,40570.3,40573.09,9613.2,30957.1,1228.2,0,8385,FALSE,0,0,2,TRUE,,FALSE
51675,32,6/16/19,83,86.4,42.68,18542.6,7248.8,11293.8,16021.2,16020.81,4727.4,11293.8,2000,0,2727.4,FALSE,0,0,2,TRUE,,FALSE
51676,33,6/16/19,83,86.4,68.77,18627.9,3459.6,15168.3,16093.3,16094.51,925,15168.3,0,0,925,FALSE,0,0,2,TRUE,,FALSE
51677,35,6/16/19,83,86.4,40.38,43296.4,9877,33419.4,37409.4,37408.09,3990,33419.4,0,0,3990,FALSE,0,0,2,TRUE,,FALSE
51678,39,6/16/19,83,86.4,51.07,60827.6,18191.7,42635.9,52921,52555.05,10285.1,42635.9,1286.1,0,8999,FALSE,0,0,2,TRUE,,FALSE
51679,2,6/16/19,83,100,100,17858,8820.2,9037.8,17858,17858,8820.2,9037.8,0,0,8820.2,FALSE,0,0,1,TRUE,,FALSE
51680,3,6/16/19,83,100,100,43093.2,19507.7,23585.5,43093.2,43093.2,19507.7,23585.5,0,50,19457.7,FALSE,0,0,1,TRUE,,FALSE
51681,78,6/16/19,83,100,100,19347.6,3934,15413.6,19347.6,19347.6,3934,15413.6,0,0,3934,FALSE,0,0,2,TRUE,,FALSE
51682,77,6/16/19,83,100,100,26487.7,3070.4,23417.3,26487.7,26487.7,3070.4,23417.3,159.1,0,3070.4,FALSE,0,0,2,TRUE,,FALSE
51683,12,6/16/19,83,100,100,23045.7,7830.4,15215.3,23045.7,23045.7,7830.4,15215.3,1088.2,10,7820.4,FALSE,0,0,2,TRUE,,FALSE
51684,91,6/16/19,83,86.4,73.03,13078.2,6594.6,6483.6,11299.6,11299.56,4816,6483.6,0,0,4816,FALSE,0,0,2,TRUE,,FALSE
51685,92,6/16/19,83,86.4,69.39,17629.3,8331.6,9297.7,15232.7,15231.72,5935,9297.7,500,0,5435,FALSE,0,0,2,TRUE,,FALSE
51686,93,6/16/19,83,86.4,67.24,43316.6,17981,25335.6,38977.7,37425.54,13642.1,25335.6,0,20,13642.1,FALSE,0,0,2,TRUE,,FALSE
51637,1,6/15/19,85,65,29.67,36177.05,18203.7,17561.6,25071.55,23515.08,7509.95,17561.6,199.1,0,7310.85,FALSE,411.75,0,1,TRUE,,FALSE
51638,4,6/15/19,85,65,37.59,38013,19193.95,17901.05,26654.35,24708.45,8753.3,17901.05,349.1,0,8404.2,FALSE,918,0,1,TRUE,,FALSE
51639,6,6/15/19,85,100,100,25434.1,4526.4,20907.7,25434.1,25434.1,4526.4,20907.7,0,0,4526.4,FALSE,0,0,2,TRUE,,FALSE
51640,5,6/15/19,85,66,56.57,37394.5,29667.1,7727.4,24675.5,24680.37,16948.1,7727.4,389.1,30,16559,FALSE,0,0,1,TRUE,,FALSE
51641,69,6/15/19,85,100,100,46127,21406.7,21985.8,46127,46127,24141.2,21985.8,0,0,21406.7,FALSE,2734.5,0,1,TRUE,,FALSE
51642,8,6/15/19,85,100,100,34847.3,6088.6,28758.7,34847.3,34847.3,6088.6,28758.7,0,10,6078.6,FALSE,0,0,2,TRUE,,FALSE
51643,9,6/15/19,85,100,100,9281.8,1620.5,7661.3,9281.8,9281.8,1620.5,7661.3,0,49,1571.5,FALSE,0,0,2,TRUE,,FALSE
51644,10,6/15/19,85,100,100,11743.1,185.3,11557.8,11743.1,11743.1,185.3,11557.8,309.1,0,185.3,FALSE,0,0,2,TRUE,,FALSE
51645,14,6/15/19,85,69,26.9,36286.5,15387.7,20898.8,25817,25037.69,4918.2,20898.8,0,10,4918.2,FALSE,0,0,2,TRUE,,FALSE
51646,15,6/15/19,85,76,27.28,34555.8,11404.9,23150.9,27699,26262.41,4548.1,23150.9,0,0,4548.1,FALSE,0,0,2,TRUE,,FALSE
51647,19,6/15/19,85,76,27.85,26595,8846.5,17748.5,20212.6,20212.2,2464.1,17748.5,0,0,2464.1,FALSE,0,0,2,TRUE,,FALSE
51648,20,6/15/19,85,80,25.78,31688.8,8539.5,23149.3,25945.3,25351.04,2796,23149.3,0,0,2796,FALSE,0,0,2,TRUE,,FALSE
51649,22,6/15/19,85,100,100,30669.1,6226.7,24442.4,30669.1,30669.1,6226.7,24442.4,1569.1,0,6226.7,FALSE,0,0,2,TRUE,,FALSE
51650,32,6/15/19,85,81,27.4,11498.3,3009.5,8488.8,9314,9313.62,825.2,8488.8,0.2,72,825,FALSE,0,0,2,TRUE,,FALSE
51651,33,6/15/19,85,66,52.24,15607.85,8999.05,6608.8,10300.5,10301.18,3691.7,6608.8,0,0,3691.7,FALSE,0,0,2,TRUE,,FALSE
51652,35,6/15/19,85,91,30.05,45718.6,5982.7,39735.9,41602.9,41603.93,1867,39735.9,100,0,1767,FALSE,0,0,2,TRUE,,FALSE
51653,39,6/15/19,85,71,26.15,50933.3,20396.1,30537.2,36163.3,36162.64,5626.1,30537.2,394.1,0,5232,FALSE,0,0,2,TRUE,,FALSE
51654,2,6/15/19,85,100,100,29610.55,6622.8,22126,29610.55,29610.55,7484.55,22126,0,0,6622.8,FALSE,861.75,0,1,TRUE,,FALSE
51655,3,6/15/19,85,100,100,58329.4,31375.5,25495.5,58329.4,58329.4,32833.9,25495.5,1598,0,31375.5,FALSE,1458.4,0,1,TRUE,,FALSE
51656,78,6/15/19,85,100,100,10997.2,5834,5163.2,10997.2,10997.2,5834,5163.2,1000,0,5834,FALSE,0,0,2,TRUE,,FALSE
51657,77,6/15/19,85,80,27.11,28080,7704.5,20375.5,22463.5,22464,2088,20375.5,0,0,2088,FALSE,0,0,2,TRUE,,FALSE
51658,12,6/15/19,85,100,100,22908.3,7950,14958.3,22908.3,22908.3,7950,14958.3,0,0,7950,FALSE,0,0,2,TRUE,,FALSE
51659,91,6/15/19,85,90,29.26,13244,1872.3,11371.7,11919.7,11919.6,548,11371.7,0,0,548,FALSE,0,0,2,TRUE,,FALSE
51660,92,6/15/19,85,66,35.56,18357,12185.1,6171.9,12696.1,12115.62,6524.2,6171.9,2500.1,0,4024.1,FALSE,0,0,2,TRUE,,FALSE
51661,93,6/15/19,85,80,27.16,56523.2,15585.1,40938.1,45905.3,45218.56,4967.2,40938.1,159.1,0,4808.1,FALSE,0,0,2,TRUE,,FALSE
51562,1,6/14/19,85,71,59.55,15107.93,10832.53,4275.4,10725.4,10726.63,6450,4275.4,0,0,6450,FALSE,0,0,1,TRUE,,FALSE
51563,4,6/14/19,85,71,42.6,16674.79,8437.2,8237.59,11839.69,11839.1,3602.1,8237.59,12.1,0,3590,FALSE,0,0,1,TRUE,,FALSE
51564,6,6/14/19,85,84,25.86,12430.25,2667.6,9762.65,10441.85,10441.41,679.2,9762.65,99.2,21,580,FALSE,0,0,2,TRUE,,FALSE
51565,5,6/14/19,85,72,58.33,15336.65,10304.25,5032.4,11042.4,11042.39,6010,5032.4,0,0,6010,FALSE,0,0,1,TRUE,,FALSE
51566,69,6/14/19,85,100,100,22415.52,12770.82,9644.7,22415.52,22415.52,12770.82,9644.7,0,20,12750.82,FALSE,0,0,1,TRUE,,FALSE
51567,8,6/14/19,85,72,36.93,11194.9,4970.3,6224.6,8060.6,8060.33,1836,6224.6,0,0,1836,FALSE,0,0,2,TRUE,,FALSE
51568,9,6/14/19,85,100,100,11191.8,3461.2,7730.6,11191.8,11191.8,3461.2,7730.6,0,0,3461.2,FALSE,0,0,2,TRUE,,FALSE
51569,10,6/14/19,85,72,63.55,5834.8,3217.7,2617.1,4200.1,4201.06,1583,2617.1,0,0,1583,FALSE,0,0,2,TRUE,,FALSE
51570,14,6/14/19,85,72,51.6,12820.75,7416.25,5404.5,9232.5,9230.94,3828,5404.5,0,0,3828,FALSE,0,0,2,TRUE,,FALSE
51571,15,6/14/19,85,72,26.2,28784.7,10920.7,17864,21356.1,20724.98,3492.1,17864,0,0,3492.1,FALSE,0,0,2,TRUE,,FALSE
51572,19,6/14/19,85,100,100,8688.8,495.1,8193.7,8688.8,8688.8,495.1,8193.7,513.1,0,495.1,FALSE,0,0,2,TRUE,,FALSE
51573,20,6/14/19,85,84,27.57,28238.1,6012.9,22225.2,23722.5,23720,1497.3,22225.2,0,0,1497.3,FALSE,0,0,2,TRUE,,FALSE
51574,22,6/14/19,85,72,53.07,13826.9,8049.6,5777.3,9954.3,9955.37,4177,5777.3,0,24,4177,FALSE,0,0,2,TRUE,,FALSE
51575,32,6/14/19,85,72,41.39,6953.1,3580.8,3372.3,5007.5,5006.23,1635.2,3372.3,259.2,72,1376,FALSE,0,0,2,TRUE,,FALSE
51576,33,6/14/19,85,100,100,7370.3,2999.7,4370.6,7370.3,7370.3,2999.7,4370.6,0,0,2999.7,FALSE,0,0,2,TRUE,,FALSE
51577,35,6/14/19,85,84,25.8,14077.3,3735.5,10341.8,11824.8,11824.93,1483,10341.8,700,0,783,FALSE,0,0,2,TRUE,,FALSE
51578,39,6/14/19,85,72,29,14073.9,5550.5,8523.4,10133.4,10133.21,1610,8523.4,0,0,1610,FALSE,0,0,2,TRUE,,FALSE
51579,2,6/14/19,85,100,100,16370.5,13354.5,3016,16370.5,16370.5,13354.5,3016,0,50,13304.5,FALSE,0,0,1,TRUE,,FALSE
51580,3,6/14/19,85,100,100,40136.9,27101.7,13035.2,40136.9,40136.9,27101.7,13035.2,0,0,27101.7,FALSE,0,0,1,TRUE,,FALSE
51581,78,6/14/19,85,100,100,13251.4,3696.2,9555.2,13251.4,13251.4,3696.2,9555.2,0,0,3696.2,FALSE,0,0,2,TRUE,,FALSE
51582,77,6/14/19,85,77,26.96,4757.8,1498.3,3259.5,3663.5,3663.51,404,3259.5,0,0,404,FALSE,0,0,2,TRUE,,FALSE
51583,12,6/14/19,85,100,100,2247.5,0,2247.5,2247.5,2247.5,0,2247.5,0,0,0,FALSE,0,0,2,TRUE,,FALSE
51584,91,6/14/19,85,74,27.21,11269.9,4025.4,7244.5,8339.5,8339.73,1095,7244.5,0,0,1095,FALSE,0,0,2,TRUE,,FALSE
51585,92,6/14/19,85,72,61.17,9470.8,5389.5,4081.3,7133.4,6818.98,3052.1,4081.3,459,0,2593.1,FALSE,0,0,2,TRUE,,FALSE
51586,93,6/14/19,85,100,100,17863.6,4584.6,13279,17863.6,17863.6,4584.6,13279,718,0,4584.6,FALSE,0,0,2,TRUE,,FALSE
51512,1,6/13/19,83,77,26.46,19658.7,6467.5,13191.2,15137.2,15137.2,1946,13191.2,319,0,1627,FALSE,0,0,1,TRUE,,FALSE
51513,4,6/13/19,83,70,51.65,28525.8,16149.5,8978.3,19970.3,19968.06,7594,8978.3,449,0,7145,FALSE,0,3398,1,TRUE,,FALSE
51514,6,6/13/19,83,79,26.24,16233.2,4621.5,11611.7,12823.7,12824.23,1212,11611.7,0,0,1212,FALSE,0,0,2,TRUE,,FALSE
51515,5,6/13/19,83,70,62.22,11643.1,9246,2397.1,8147.1,8150.17,5750,2397.1,0,0,5750,FALSE,0,0,1,TRUE,,FALSE
51516,69,6/13/19,83,100,100,12340.95,8081.45,4259.5,12340.95,12340.95,8081.45,4259.5,600,0,8081.45,FALSE,0,0,1,TRUE,,FALSE
51517,8,6/13/19,83,70,27.08,5532.3,2276.1,3256.2,3873.2,3872.61,617,3256.2,0,0,617,FALSE,0,0,2,TRUE,,FALSE
51518,9,6/13/19,83,100,100,6465.05,746.75,5718.3,6465.05,6465.05,746.75,5718.3,170,0,746.75,FALSE,0,0,2,TRUE,,FALSE
51519,10,6/13/19,83,100,100,2833.1,0,2833.1,2833.1,2833.1,0,2833.1,0,0,0,FALSE,0,0,2,TRUE,,FALSE
51520,14,6/13/19,83,70,47.58,7276.6,4164.3,3112.3,5093.3,5093.62,1981,3112.3,0,60,1981,FALSE,0,0,2,TRUE,,FALSE
51521,15,6/13/19,83,70,26.55,14897,6084.5,8812.5,10429.5,10427.9,1617,8812.5,0,10,1617,FALSE,0,0,2,TRUE,,FALSE
51522,19,6/13/19,83,70,36.36,6440.8,3036.3,3404.5,4507.5,4508.56,1103,3404.5,0,0,1103,FALSE,0,0,2,TRUE,,FALSE
51523,20,6/13/19,83,82,26.4,7736.5,1892.2,5844.3,6344.3,6343.93,500,5844.3,0,0,500,FALSE,0,0,2,TRUE,,FALSE
51524,22,6/13/19,83,79,27.89,11792.3,3140.3,8652,9316,9315.92,664,8652,149.1,0,514.9,FALSE,0,0,2,TRUE,,FALSE
51525,32,6/13/19,83,71,26.96,5511.4,2188.3,3323.1,3913.1,3913.09,590,3323.1,0,72,590,FALSE,0,0,2,TRUE,,FALSE
51526,33,6/13/19,83,100,100,7505.3,4128.2,3377.1,7505.3,7505.3,4128.2,3377.1,0,41,4087.2,FALSE,0,0,2,TRUE,,FALSE
51527,35,6/13/19,83,87,53.03,8155.7,2257.1,5898.6,7475.7,7095.46,1577.1,5898.6,0,10,1577.1,FALSE,0,0,2,TRUE,,FALSE
51528,39,6/13/19,83,70,55.02,17352.25,11572.75,5779.5,12147.5,12146.58,6368,5779.5,0,20,6368,FALSE,0,0,2,TRUE,,FALSE
51529,2,6/13/19,83,100,100,14297,8583.7,5713.3,14297,14297,8583.7,5713.3,0,0,8583.7,FALSE,0,0,1,TRUE,,FALSE
51530,3,6/13/19,83,100,100,30272.6,16651.3,13621.3,30272.6,30272.6,16651.3,13621.3,0,0,16651.3,FALSE,0,0,1,TRUE,,FALSE
51531,78,6/13/19,83,100,100,3726.2,219.2,3507,3726.2,3726.2,219.2,3507,219.2,0,219.2,FALSE,0,0,2,TRUE,,FALSE
51532,77,6/13/19,83,88,28.22,8483.5,1418.2,7065.3,7465.3,7465.48,400,7065.3,0,22,400,FALSE,0,0,2,TRUE,,FALSE
51533,12,6/13/19,83,100,100,2876,1209,1667,2876,2876,1209,1667,0,0,1209,FALSE,0,0,2,TRUE,,FALSE
51534,91,6/13/19,83,70,30.68,8931.8,3865.4,5066.4,6251.4,6252.26,1185,5066.4,0,0,1185,FALSE,0,0,2,TRUE,,FALSE
51535,92,6/13/19,83,70,61.08,5448.5,4683.5,765,3814.2,3813.95,3049.2,765,483.2,0,2566,FALSE,0,0,2,TRUE,,FALSE
51536,93,6/13/19,83,100,100,11744,1528.3,10215.7,11744,11744,1528.3,10215.7,0,0,1528.3,FALSE,0,0,2,TRUE,,FALSE
51487,1,6/12/19,83,64,25.53,13480.2,6516.6,6963.6,8627.6,8627.33,1664,6963.6,0,0,1664,FALSE,0,0,1,TRUE,,FALSE
51488,4,6/12/19,83,60,31.98,14737.4,8667,6070.4,11138.7,8842.44,5068.3,6070.4,0,0,5068.3,FALSE,0,0,1,TRUE,,FALSE
51489,6,6/12/19,83,62,26.29,3507.1,1808.1,1699,2175,2174.4,476,1699,0,0,476,FALSE,0,0,2,TRUE,,FALSE
51490,5,6/12/19,83,60,60,9453.7,9453.7,0,5668,5672.22,5668,0,0,42,5668,FALSE,0,0,1,TRUE,,FALSE
51491,69,6/12/19,83,100,100,27926.4,14172,13754.4,27926.4,27926.4,14172,13754.4,126,0,14172,FALSE,0,0,1,TRUE,,FALSE
51492,8,6/12/19,83,61,25.59,7620.8,3994.4,3626.4,4648.4,4648.69,1022,3626.4,0,10,1022,FALSE,0,0,2,TRUE,,FALSE
51493,9,6/12/19,83,100,100,9043.3,629.1,8414.2,9043.3,9043.3,629.1,8414.2,600.1,10,619.1,FALSE,0,0,2,TRUE,,FALSE
51494,10,6/12/19,83,100,100,1367.1,0,1367.1,1367.1,1367.1,0,1367.1,0,0,0,FALSE,0,0,2,TRUE,,FALSE
51495,14,6/12/19,83,100,100,3435.5,613.1,2822.4,3435.5,3435.5,613.1,2822.4,0,0,613.1,FALSE,0,0,2,TRUE,,FALSE
51496,15,6/12/19,83,61,46.2,9005.6,6528.6,2477,5494,5493.42,3017,2477,0,10,3017,FALSE,0,0,2,TRUE,,FALSE
51497,19,6/12/19,83,92,32.3,3800.4,449.1,3351.3,3496.3,3496.37,145,3351.3,0,0,145,FALSE,0,0,2,TRUE,,FALSE
51498,20,6/12/19,83,61,44.75,4567.4,3224.3,1343.1,2785.1,2786.11,1442,1343.1,0,33,1442,FALSE,0,0,2,TRUE,,FALSE
51499,22,6/12/19,83,61,46.91,8705.4,6256,2449.4,5310.3,5310.29,2860.9,2449.4,400,0,2460.9,FALSE,0,0,2,TRUE,,FALSE
51500,32,6/12/19,83,61,38.38,4775.4,3022.2,1753.2,2912.2,2912.99,1159,1753.2,0,72,1159,FALSE,0,0,2,TRUE,,FALSE
51501,33,6/12/19,83,100,100,4681.3,4032.3,649,4681.3,4681.3,4032.3,649,0,0,4032.3,FALSE,0,0,2,TRUE,,FALSE
51502,35,6/12/19,83,61,28.98,11840.4,5501.7,6338.7,7222.8,7222.64,884.1,6338.7,0,10,884.1,FALSE,0,0,2,TRUE,,FALSE
51503,39,6/12/19,83,77,25.87,9111.1,2827,6284.1,7016.1,7015.55,732,6284.1,0,45,732,FALSE,0,0,2,TRUE,,FALSE
51504,2,6/12/19,83,100,100,10846.15,5941.4,4904.75,10846.15,10846.15,5941.4,4904.75,0,0,5941.4,FALSE,0,0,1,TRUE,,FALSE
51505,3,6/12/19,83,100,100,40377.9,21032.5,19345.4,40377.9,40377.9,21032.5,19345.4,0,0,21032.5,FALSE,0,0,1,TRUE,,FALSE
51506,78,6/12/19,83,100,100,5524.1,2927.1,2597,5524.1,5524.1,2927.1,2597,0,25,2902.1,FALSE,0,0,2,TRUE,,FALSE
51507,77,6/12/19,83,63,25.42,9581.8,4753.5,4828.3,6034.3,6036.53,1206,4828.3,0,30,1206,FALSE,0,0,2,TRUE,,FALSE
51508,12,6/12/19,83,100,100,5509,1913,3596,5509,5509,1913,3596,0,20,1893,FALSE,0,0,2,TRUE,,FALSE
51509,91,6/12/19,83,61,61,1108,1108,0,676,675.88,676,0,0,0,676,FALSE,0,0,2,TRUE,,FALSE
51510,92,6/12/19,83,81,28.28,7523.8,1993.3,5530.5,6093.5,6094.28,563,5530.5,0,0,563,FALSE,0,0,2,TRUE,,FALSE
51511,93,6/12/19,83,100,100,4376.2,2708.1,1668.1,4376.2,4376.2,2708.1,1668.1,0,0,2708.1,FALSE,0,0,2,TRUE,,FALSE
51462,1,6/11/19,83,66,40.4,18479.3,10542.5,7936.8,12600.8,12196.34,4664,7936.8,0,0,4664,FALSE,0,0,1,TRUE,,FALSE
51463,4,6/11/19,83,67,36.59,13842.3,7204.1,6638.2,9275.2,9274.34,2637,6638.2,0,0,2637,FALSE,0,0,1,TRUE,,FALSE
51464,6,6/11/19,83,100,100,1593.75,0,1593.75,1593.75,1593.75,0,1593.75,0,0,0,FALSE,0,0,2,TRUE,,FALSE
51465,5,6/11/19,83,67,67,4744.2,4744.2,0,3179,3178.61,3179,0,0,20,3179,FALSE,0,0,1,TRUE,,FALSE
51466,69,6/11/19,83,100,100,18292.1,6850.5,11441.6,18292.1,18292.1,6850.5,11441.6,2000,41,6809.5,FALSE,0,0,1,TRUE,,FALSE
51467,8,6/11/19,83,69,26.35,11571,5484.4,6086.6,7984.7,7983.99,1898.1,6086.6,614.1,0,1284,FALSE,0,0,2,TRUE,,FALSE
51468,9,6/11/19,83,100,100,5174.5,719.2,4455.3,5174.5,5174.5,719.2,4455.3,0,0,719.2,FALSE,0,0,2,TRUE,,FALSE
51469,10,6/11/19,83,67,34.82,5388.8,1346.7,4027.1,5388.8,3610.5,1346.7,4027.1,0,15,1346.7,FALSE,0,0,2,TRUE,,FALSE
51470,14,6/11/19,83,72,25.28,9943.7,3726.3,6217.4,7159.4,7159.46,942,6217.4,0,0,942,FALSE,0,0,2,TRUE,,FALSE
51471,15,6/11/19,83,75,27.18,8313.3,2854.1,5459.2,6233.2,6234.98,774,5459.2,0,0,774,FALSE,0,0,2,TRUE,,FALSE
51472,19,6/11/19,83,100,100,3068,0,3068,3068,3068,0,3068,0,0,0,FALSE,0,0,2,TRUE,,FALSE
51473,20,6/11/19,83,100,100,7183.6,718.3,6465.3,7183.6,7183.6,718.3,6465.3,718.3,0,718.3,FALSE,0,0,2,TRUE,,FALSE
51474,22,6/11/19,83,75,26.64,4748.6,1618.2,3130.4,3562.4,3561.45,432,3130.4,0,0,432,FALSE,0,0,2,TRUE,,FALSE
51475,32,6/11/19,83,67,52.73,11367.5,7936.5,3431,7617,7616.23,4186,3431,0,137,4186,FALSE,0,0,2,TRUE,,FALSE
51476,33,6/11/19,83,100,100,6901.4,2233.1,4668.3,6901.4,6901.4,2233.1,4668.3,0,0,2233.1,FALSE,0,0,2,TRUE,,FALSE
51477,35,6/11/19,83,67,34.91,12716.9,6447.6,6269.3,8519.3,8520.32,2250,6269.3,0,0,2250,FALSE,0,0,2,TRUE,,FALSE
51478,39,6/11/19,83,76,25.84,15162.7,4907.2,10255.5,11523.5,11523.65,1268,10255.5,0,35,1268,FALSE,0,0,2,TRUE,,FALSE
51479,2,6/11/19,83,100,100,10787.3,7072.3,3715,10787.3,10787.3,7072.3,3715,0,0,7072.3,FALSE,0,0,1,TRUE,,FALSE
51480,3,6/11/19,83,100,100,18897,10934,7963,18897,18897,10934,7963,0,0,10934,FALSE,0,0,1,TRUE,,FALSE
51481,78,6/11/19,83,100,100,1094,95,999,1094,1094,95,999,0,0,95,FALSE,0,0,2,TRUE,,FALSE
51482,77,6/11/19,83,67,61.08,4728.7,4009.5,719.2,3168.2,3168.23,2449,719.2,0,42,2449,FALSE,0,0,2,TRUE,,FALSE
51483,12,6/11/19,83,100,100,5354.3,1929,3425.3,5354.3,5354.3,1929,3425.3,1000,0,1929,FALSE,0,0,2,TRUE,,FALSE
51484,91,6/11/19,83,67,42.17,3326.3,1898.1,1428.2,2229.2,2228.62,801,1428.2,0,0,801,FALSE,0,0,2,TRUE,,FALSE
51485,92,6/11/19,83,67,67,349,349,0,234,233.83,234,0,0,0,234,FALSE,0,0,2,TRUE,,FALSE
51486,93,6/11/19,83,100,100,18279.9,6535.7,11744.2,18279.9,18279.9,6535.7,11744.2,629.1,20,6515.7,FALSE,0,0,2,TRUE,,FALSE
51437,1,6/10/19,87,71,25.18,6365.2,2467.2,3898,4519,4519.29,621,3898,0,0,621,FALSE,0,0,1,TRUE,,FALSE
51438,4,6/10/19,87,83,25.47,13050.5,1776.9,11273.6,12156.8,10831.92,883.2,11273.6,0,0,883.2,FALSE,0,0,1,TRUE,,FALSE
51439,6,6/10/19,87,62,34.79,6248.7,3641.4,2607.3,3873.3,3874.19,1266,2607.3,0,150,1266,FALSE,0,0,2,TRUE,,FALSE
51440,5,6/10/19,87,62,31.25,8378.1,4630.9,3747.2,5194.2,5194.42,1447,3747.2,0,0,1447,FALSE,0,0,1,TRUE,,FALSE
51441,69,6/10/19,87,100,100,17390.8,10967.8,6423,17390.8,17390.8,10967.8,6423,0,0,10967.8,FALSE,0,0,1,TRUE,,FALSE
51442,8,6/10/19,87,97,34.24,13789.6,829.1,12960.5,13375.5,13375.91,415,12960.5,200,0,215,FALSE,0,0,2,TRUE,,FALSE
51443,9,6/10/19,87,100,100,10890.1,2088.1,8802,10890.1,10890.1,2088.1,8802,0,30,2058.1,FALSE,0,0,2,TRUE,,FALSE
51444,10,6/10/19,87,78,27.71,8024,2557,5467,6258,6258.72,791,5467,0,0,791,FALSE,0,0,2,TRUE,,FALSE
51445,14,6/10/19,87,100,100,11381.9,1843.3,9538.6,11381.9,11381.9,1843.3,9538.6,0,0,1843.3,FALSE,0,0,2,TRUE,,FALSE
51446,15,6/10/19,87,75,25.5,6535.8,2193.4,4342.4,4901.5,4901.85,559.1,4342.4,0,10,559.1,FALSE,0,0,2,TRUE,,FALSE
51447,19,6/10/19,87,100,100,854.1,0,854.1,854.1,854.1,0,854.1,0,0,0,FALSE,0,0,2,TRUE,,FALSE
51448,20,6/10/19,87,65,26.12,5978.7,2832.3,3146.4,3886.4,3886.16,740,3146.4,0,50,740,FALSE,0,0,2,TRUE,,FALSE
51449,22,6/10/19,87,63,43.84,11276.5,7429.7,3846.8,7104.8,7104.2,3258,3846.8,0,0,3258,FALSE,0,0,2,TRUE,,FALSE
51450,32,6/10/19,87,63,26.94,1479,749,730,932,931.77,202,730,0,0,202,FALSE,0,0,2,TRUE,,FALSE
51451,33,6/10/19,87,100,100,2157.3,1303.2,854.1,2157.3,2157.3,1303.2,854.1,0,0,1303.2,FALSE,0,0,2,TRUE,,FALSE
51452,35,6/10/19,87,71,26.27,8592.3,3379.5,5212.8,6100.8,6100.53,888,5212.8,0,0,888,FALSE,0,0,2,TRUE,,FALSE
51453,39,6/10/19,87,63,35.91,10284.8,6636.6,3648.2,6478.3,6479.42,2830.1,3648.2,699.1,0,2131,FALSE,0,0,2,TRUE,,FALSE
51454,2,6/10/19,87,100,100,6772.7,5414.3,1358.4,6772.7,6772.7,5414.3,1358.4,0,0,5414.3,FALSE,0,0,1,TRUE,,FALSE
51455,3,6/10/19,87,100,100,28394.5,19355.3,9039.2,28394.5,28394.5,19355.3,9039.2,0,0,19355.3,FALSE,0,0,1,TRUE,,FALSE
51456,78,6/10/19,87,100,100,5718.6,3456,2262.6,5718.6,5718.6,3456,2262.6,0,0,3456,FALSE,0,0,2,TRUE,,FALSE
51457,77,6/10/19,87,72,25.88,2070.2,782.1,1288.1,1490.1,1490.54,202,1288.1,0,0,202,FALSE,0,0,2,TRUE,,FALSE
